,ASIN,商品名,商品画像,商品説明(文章),商品説明(画像),最低価格,Amazonカテゴリ,ヤフオクカテゴリ
B0009YV5AQ,B07K8WQFWS,東レ 浄水器 蛇口直結型 トレビーノ カセッティ MK203X,https://images-na.ssl-images-amazon.com/images/I/413uomMzgdL.jpg,"商品説明文「蛇口直結型カセッティMK203X」は、13項目の除去対象物質をクリアする、高性能浄水器です。カルシウムやマグネシウムなどのミネラル分を損なうことなく、カビ臭、溶解性鉛、総トリハロメタン、遊離残留塩素、濁り、農薬(CAT)、テトラクロロエチレン、トリクロロエチレン、1,1,1-トリクロエタンを除去できます。浄水の使用残量を、1リットル単位(目安)でカウントする「デジタルサイン」を採用。使い方に合わせ、カートリッジの交換時期をきっちりお知らせします。本体と一体感のある、おしゃれで使い勝手のよいフィットグリップを採用。3段階の切り替え表示もついて機能的です。野菜洗いやお米とぎにも役立つ「浄水(シャワー)」、50度までのお湯が使用でき食器洗いも楽々の「原水」は、シャワーとストレートの2タイプ使用できます。本体上部は、上質なキッチンスタイルを演出する「メタリックボディ」を採用。「カセッティ交換カートリッジMKC.XJ」が、1個入っています。製品仕様ろ材の種類:活性炭、中空糸膜(ポリスルホン)、イオン交換体ろ過流量(水圧100kpa):1.6L/分",[],5800,ホーム＆キッチン/キッチン用品/浄水器・整水器/浄水器(蛇口直結型),24678
B0009YV5CE,B07K8WQFWS,東レ 浄水器 トレビーノ カセッティシリーズ 交換用カートリッジ 高除去タイプ 1個入 MKC.XJ,,"パターン:1個入商品の説明◆カセッティシリーズ用交換カートリッジ◆カセッティシリーズ最高クラスの除去性能を持つ交換用カートリッジ◆高除去（13項目クリア）タイプ◆1個入　／　■　仕　様　■カートリッジ交換のめやす：900L（1日10L使用の場合3ヶ月）※使用水量、水質、水温や季節、地域などの使用状況により交換時期が早まる場合があります。　対応機種：全てのトレビーノカセッティシリーズ　／Amazonより＊JISの試験方法に従って13項目の物質の浄水能力を単体ごとに計測しております。体に大切なカルシウムやマグネシウムなどのミネラル分を損なうことなく、安心しておいしくお飲みいただけます医療分野で活躍する東レのハイテク素材、中空糸フィルターが多層構造を形成し、ミネラル分は損なわずに、ニゴリ、鉄サビ、一般細菌、大腸菌、原虫類などミクロの汚れをキャッチ。*除菌性能試験は、浄水器協会自主規格「特定物質に関する浄水器規格基準」に準拠。同基準の指標菌を99.99％除去。除去項目：残留塩素　濁り　総トリハロメタン　溶解性鉛　2-MIB(カビ臭)　CAT(農薬)テトラクロロエチレン　トリクロロエチレン　1,1,1,-トリクロロエタン　クロロホルムブロモジクロロメタン　ジブロモクロロメタン　ブロモホルム交換目安：900L=3ヶ月（1日10L使用の場合）8種類のアダプタで取付けできますすべての蛇口直結型本体製品にアダプタセット（蛇口直結型の場合）が入っています※一部の機種ではアダプタセットの内容が異なります。詳しくはメーカーサービスセンターまでお問い合わせください。サービスセンター：0120-32-4192　受付時間：月曜日～金曜日　10:00～12:00　13:00～17:00（祝祭日は除く）取り付け可能な蛇口(例)・水栓や水栓部分の破損ならびにこれらに起因する水漏れにつきましては、保証対象外とさせていただきます。・蛇口の先端にプラスチックの断熱キャップがついている場合、水栓の種類や状態によっていは、取付け部より水漏れしたり断熱キャップが破損したり取付けできない場合があります。・水栓にガタつきがある場合は、水栓に負担がかかり取付け部や水栓、配管から水漏れが発生することがあります。ご不明な点がございましたら取付け前に水栓メーカー・品番をご確認の上、“トレビーノ”・サービスセンターにご相談ください。バリエーション","['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000P1RLK6.01.gif', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000P1RLK6.02.gif', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000P1RLK6.03.gif', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000P1RLK6.04.gif', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000P1RLK6.05.gif', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/tore-spacer.gif', 'https://images-fe.ssl-images-amazon.com/images/I/41gD9YInxbL._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/I/510ZXGQS25L._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/I/41XDYZTHFML._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/I/31JRNPCE7KL._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/I/311F32S4QYL._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/I/41jBPpC96zL._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/tore-spacer.gif', 'https://images-fe.ssl-images-amazon.com/images/I/31goxxSu0nL._SL500_SS100_.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/tore-chart-01.gif']",2828,ホーム＆キッチン/キッチン用品/浄水器・整水器/浄水器・ポット交換カートリッジ/蛇口用カートリッジ,24678
B000A4RPLS,B07K8WQFWS,TOTO 浄水器兼用混合栓用カートリッジ 3ヶ入り (約1年分) TH-658-1S,,●カートリッジ(1個)の寿命は約4カ月(10L/日使用の場合)●旧品番(TH658R、TH658-1R)とは互換性がありますので安心してお使いいただけます●使用対象商品:TKHG37JX、TKHG38JRX、TKHG38JX、TKHG38PEX、TKHG38PJRX、TKHG38PJX、TKHG39JX、TKW38PJ1RX、TKW38PJ1X、TKW38PJRX、TKW38PJX、TKG37JX、TKG38PJRX、TKG38PJX、TKG39JX、TK302A1X、TK302AX、TK304AX、THB34、THYB13、他,[],8720,ホーム＆キッチン/キッチン用品/浄水器・整水器/浄水器・ポット交換カートリッジ/浄水ポット用カートリッジ,24678
B000AD7C62,B07K8WQFWS,浄水器 C1 交換用カートリッジ CWA-01 【C1スタンダード、ハイグレード共通】 (使用期間の目安:約1年間),https://images-na.ssl-images-amazon.com/images/I/11T61VQ0YZL.jpg,"色:共通| 

パターン:交換用カートリッジ●【商品説明】●「日本ガイシC1浄水器交換カートリッジCWA-01」は、浄水器用交換カートリッジです。●総ろ過水量7500Lもしくは使用期間18ヶ月(1日13.5L使用した場合)が交換の目安です。●交換は本体を回して取り外し、交換用カートリッジと差し替えるだけの簡単操作です。●対応機種:日本ガイシCW-101、CW-201●【原産国】●日本●【対応商品】●日本ガイシCW-101、CW-201",[],12800,ホーム＆キッチン/キッチン用品/浄水器・整水器/浄水器・ポット交換カートリッジ/据置型・アンダーシンク・水栓一体型用カートリッジ,24678
B000B3ZGGE,B07K8WQFWS,パール金属(PEARL METAL) ガラス窓付 フライパン蓋 24~28㎝用 フライパンカバー オイルパートナー H-5072,https://images-na.ssl-images-amazon.com/images/I/41NxPv6w%2BWL.jpg,サイズ:24~28㎝用フライパン蓋ガラス窓付242628cm用フライパンカバーH-5072パール金属,[],837,ホーム＆キッチン/キッチン用品/鍋・フライパン/ふた/フライパンカバー,24678
B000BHLSMQ,B07K8WQFWS,タニタ タイマー 大画面 100分 ホワイト TD-384 WH でか見えタイマー,,色:ホワイト商品紹介・マグネット付・スタンド付ご注意（免責）＞必ずお読みください●この商品はメーカー取寄せ品です●この商品は複数店舗と在庫を共有しています●不具合ある商品、配送中の破損、商品の瑕疵のみ、商品の返品をお受けしております,[],540,ホーム＆キッチン/キッチン用品/調理・製菓道具/計量・温度計・タイマー類/キッチンタイマー(デジタル),24678
B000BY8KH0,B07K8WQFWS,パール金属 圧力鍋 3.5L IH対応 3層底 切り替え式 レシピ付 クイックエコ H-5040,,パターン(種類):圧力鍋単品商品の説明●サイズ(約):全長380×幅210×高さ200mm●本体重量(約):2.0kg●材質:本体/ステンレス鋼、はり底/アルミニウム合金・ステンレス鋼、ふた/ステンレス鋼、取っ手/フェノール樹脂(耐熱温度150度)●原産国:中国●底の厚さ:4.2mm●満水容量:3.5L●寸法:18cm●作動圧力:高圧100kPa、低圧60kPaAmazonより圧力鍋とは？圧力鍋(あつりょくなべ)とは、空気や液体が逃げないように密封した容器を加熱し、大気圧以上の圧力を加えて(加圧)、封入した液体の沸点を高めることで、食材を通常より高い温度と圧力の下で、比較的短時間でより美味しく調理するための調理器具である圧力鍋は鍋と蓋を密封する構造になっており、加熱で圧力がかかる仕組みである短時間で調理することが可能で、調理時間は通常の3分の1から4分の1になる加熱時、中の具材は踊らず、通常の鍋で煮るよりも動きが静かで少ないまた、加熱時間が少なくて済むため、大きな食材によく火を通しても煮くずれがおきにくい利点もある一般の鍋で煮るよりも少量の水で調理できるため、食材に含まれる水溶性の栄養成分を食材外に流出させにくい調理に合わせて圧力を選べる圧力切替式低圧・空圧の2段階に圧力が切り替えられるので、食材や料理に合わせて設定できる低圧(60kPa):魚や野菜など煮崩れしやすい食材に高圧(100kPa):肉のブロックなど新まで熱の通りづらい食材にこげつきにくく保温性に優れた3層底熱伝導の良いアルミニウムをステンレス鋼ではさんだ厚底の3層構造で、こげつきにくく、保温力に優れているオール熱源に対応ガスコンロ、IH、ハロゲンヒータ、シーズヒータ、エンクロヒータ、ラジエントヒータと幅広い熱源に対応可能「おいしい」がいっぱいレシピブック付新潟調理師専門学校監修の「豚の角煮」から「ぶり大根」「ビーフシチュー」など14種類のレシピを掲載圧力鍋の使い方から、Q＆A、注意事項まで掲載バリエーション3層底切り替え式圧力鍋3.5LH-50403層底切り替え式圧力鍋5.5LH-50423層底切り替え式圧力鍋2.5LH-5039,"['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000BY8KH0.01.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000BY8KH0.02.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000BY8KH0.03.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000BY8KH0.04.jpg']",3730,ホーム＆キッチン/キッチン用品/鍋・フライパン/圧力鍋,24678
B000DZB70O,B07K8WQFWS,蝶プラ工業 ペーパータオルケース,,サイズ:ノーマル商品紹介サイズ：244ｘ125ｘ86mm材質：スチロール樹脂Amazonよりクリアボックスなのでペーパータオルの残量が一目でわかるクリアボックスなので、残量が人目でわかるさらに、ペーパータオルが減るとフタも一緒に下がるので、ペーパータオルがいつでも取り出しやすい中判サイズのペーパータオルに対応し、最大セット枚数は200枚インテリアの邪魔にならないクリアカラーホテルの洗面室やロビー、清潔な空間をイメージをさせるクリアカラーが、生活感を隠してお洒落な空間を演出してくれる安心、安全の日本製品質にこだわり、国内自社工場にて仕上げた安心の日本製,"['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000DZB70O.01.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000DZB70O.02.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000DZB70O.03.jpg']",655,ホーム＆キッチン/収納用品/キッチン収納/キッチンペーパーホルダー,2084018482
B000ESEJIM,B07K8WQFWS,エジソン(EDISON) 子ども用はし エジソンのお箸2 (入学~成人女性が対象) 右手用 マルチカラー,https://images-na.ssl-images-amazon.com/images/I/4198o9OM4aL.jpg,サイズ:お箸●小学生から大人まで使えるユニバーサル設計。●洗浄しやすいように連結部が分離します。●すぐに正しく使えるお箸です。●親指リングがフックになって一般のお箸に近い形に!●きれいに持ててマナーのある食事を実現します。,[],726,ホーム＆キッチン/食器・グラス・カトラリー/子ども用食器・カトラリー/子ども用箸・カトラリー/子ども用箸,24678
B000FCHGUA,B07K8WQFWS,セラーメイト 密封びん 0.5L 日本製 220001,https://images-na.ssl-images-amazon.com/images/I/41gyLCb2yGL.jpg,サイズ:0.5L●【商品説明】●「星硝密封びん0.5L」は、粉末・乾物入れから果実酒づくりと幅広い用途にお使いいただける保存容器です。●【材質】●フタ：ソーダライムガラス、中詮・パッキン：シリコンゴム、金具：18-8ステンレス●【原産国】●日本●サイズ：最大胴径102*高さ106mm●容量：500ml,[],670,ホーム＆キッチン/キッチン用品/保存容器/保存容器・キャニスター,24678
B000HI9BDC,B07K8WQFWS,曙産業 レンジでらくチン ゆでたまご4ケ用 RE-279,,パターン(種類):単品商品の説明レンジでらくちんゆでたまご4個用RE-279【商品コード】4927000Amazonより「ここがおすすめ！」担当バイヤーコメント簡単にゆで卵が出来てしまう！これで茹でている最中に卵が割れたりしなくて済みますよね！商品紹介固ゆで、半熟、思いのまま電子レンジで加熱するだけで簡単にゆでたまごが作れる。卵の仕上がり加減も自由自在使用方法1.受け容器の目盛り線まで水を入れる2.目皿をセットする3.卵を並べて、フタをしてストッパーを止める4.フタをしたらそのままレンジに入れてチン！,"['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000HI9BDC.01.jpg', 'https://images-fe.ssl-images-amazon.com/images/P/B000HI9BDC.01.PT01.SX250_SCLZZZZZZZ_.jpg', 'https://images-fe.ssl-images-amazon.com/images/P/B000HI9BDC.01.PT02.SX250_SCLZZZZZZZ_.jpg', 'https://images-fe.ssl-images-amazon.com/images/P/B000HI9BDC.01.PT03.SX250_SCLZZZZZZZ_.jpg', 'https://images-fe.ssl-images-amazon.com/images/P/B000HI9BDC.01.PT05.SX250_SCLZZZZZZZ_.jpg']",1049,ホーム＆キッチン/キッチン用品/調理・製菓道具/調理器具/電子レンジ調理用品,24678
B000I5QNHG,B07K8WQFWS,パール金属(PEARL METAL) サラダ スピナー 野菜 水切り 器 Petit chef Jr C-750,https://images-na.ssl-images-amazon.com/images/I/41JqmaRpJ4L.jpg,商品の説明パール金属Amazonより「ここがおすすめ！」担当バイヤーコメントかなり力強く高速に回転します。回すのが楽しくなってしまいます。やっぱり、サラダスピナーで水切りするとサラダもおいしいです。商品紹介ハンドルを回すだけでスピーディーに野菜の水切りバスケットの中に洗った野菜を入れ、蓋をロック！しっかり押さえてあとはつまみを回すだけ！簡単楽々スピーディーに野菜の水切りができる。にお子様といっしょにクッキングも！そこから食育を始めてみては？フタと回転盤を分解でき、洗うことができるので衛生的ネジ1つで蓋カバーが分解(回転盤のみ脱着)できるのでお手入れ簡単、清潔安心底には滑り止め水受け容器底に滑り止めが付いているので、まわす時も滑らずらく安心(滑り止めが付いているが回転時はしっかりと押さえること)フタをしたまま水切り可能フタに水切り穴が付いているので、そのまま水切りができるしっかりロックで安心水切りロック機能付きで、安心して回すことができる,"['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000I5QNHG.01.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000I5QNHG.02.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000I5QNHG.03.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000I5QNHG.04.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000I5QNHG.05.jpg']",1234,ホーム＆キッチン/キッチン用品/調理・製菓道具/調理器具/サラダスピナー(野菜水切り),24678
B000J6ZD5C,B07K8WQFWS,貝印 kai 子供用包丁 ギザ刃 リトルシェフクラブ FG-5001,https://images-na.ssl-images-amazon.com/images/I/3178b5b9pxL.jpg,パターン(種類):包丁ギザ刃商品の説明[商品スペック]●サイズ:縦21.9×横4.2×高さ1.5cm●重量:59g●素材:ステンレス刃物鋼、ポリプロピレン●原産国:日本[商品詳細]子供用で刃付けなしの包丁、練習に最適。子供用のギザ刃つけした包丁、刃先にふれただけでは切れません。ぎざ刃は、先のギザギザで食材を切るので、少し指が触れただけでは切れません。安全な中級用の包丁です。Amazonより難病児支援活動に役立てられます。「リトルシェフクラブ」シリーズの売上金の一部は、(財)日本児童家庭文化協会を通じて難病や障害をもった子供たちの支援活動に役立てられております。安全設計でお子様にも安心手を切りやすい「刃先」と「あご」を丸めてお子様が怪我をしにくい設計になっています。初めての包丁にも安心のギザ刃刃先に触っただけでは切れないギザ刃の刃付けで包丁をはじめて使うお子様にぴったりです。,"['https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000J6ZD5C.01.jpg', 'https://images-fe.ssl-images-amazon.com/images/G/09/detail/review/B000J6ZD5C.02.jpg']",1601,ホーム＆キッチン/キッチン用品/調理・製菓道具/まな板・カッティングボード/調理用,24678
B000KL21SS,B07K8WQFWS,ゴムまな板アサヒクッキンカット 家庭用 LL(420×250×13mm),,サイズ:LL商品紹介食中毒の最大の原因は不潔なまな板にありますアサヒクッキンカットは木のような刃あたりと汚れの落ちやすさでプロの料理人にも愛用されているゴム製のまな板ですキズやニオイもつきにくいからとっても長持ち今お使いのまな板に不満がある方、是非一度お試しくださいAmazonより●キズに強く、刃当たりが良く、汚れが落ちやすく、臭いも付きにくいまな板,[],3940,ホーム＆キッチン/キッチン用品/調理・製菓道具/まな板・カッティングボード/調理用,24678
B000KL7PTS,B07K8WQFWS,野田琺瑯 ぬか漬け美人 TK-32,https://images-na.ssl-images-amazon.com/images/I/31AaoIRR3wL.jpg,商品説明「ぬか漬け美人」は、日本の平均的な冷蔵庫の一段に収まる大きさのぬか漬け容器です。低温保存で1年中安定したぬか漬けが楽しめます。取っ手なし。乾燥ぬか1kg用。製品仕様容量:3.2l重量:約1.19kg,[],2398,ホーム＆キッチン/キッチン用品/保存容器/漬物器・漬物保存容器,24678
B000M7ZUKQ,B07K8WQFWS,野田琺瑯 ケトル ポーチカ 1.5L IH200V対応 PO-1.5K,https://images-na.ssl-images-amazon.com/images/I/316K7PoKspL.jpg,パターン(種類):ケトル1.5L商品紹介商品説明「ポーチカIH200V対応ケトル1.5LPO-1.5K」は、毎日使っても飽きないシンプルでほど良い大きさです。小さめで使い勝手の良い実力派。そこにあるだけで温かい気持ちにさせてくれるぽってりとした愛らしい形が魅力です。POCHIKA(ポーチカ)は、ロシア語で「つぼみ」という意味です。材質本体:ホーロー用鋼板(ホーロー加工)、取っ手:天然木Amazonより●POCHIKA(ポーチカ)は、ロシア語で『つぼみ』という意味。そこにあるだけで温かい気持ちにさせてくれるぽってりとした愛らしい形が魅力の、小さめで使い勝手の良い実力派シリーズ●ケトルは、毎日使っても飽きないシンプルでほど良い大きさ,[],3869,ホーム＆キッチン/キッチン用品/鍋・フライパン/片手鍋/ミルクパン,24678
